물질명,유형,원소수,평균원자질량,평균가전자수,밀도,열전도도,전자비열계수,Tc
Os2La2Eu,합금,3,119.3,2.9,13.97,145.85,6.57,9.04
V3Cs3Cu2Gd3Hg2,고온,5,126.36,6.0,8.57,2.53,2.36,160.7
Sn2Lu,화합물,2,139.15,3.9,5.34,34.62,5.83,16.4
W2Mo3,화합물,2,23.34,1.6,12.14,37.08,10.46,6.67
U2Ge,화합물,2,87.27,3.3,11.27,13.34,5.01,7.4
CeSb2Nd3,화합물,3,106.84,3.6,1.85,31.15,3.58,11.36
K2F4Sb3Te,화합물,4,159.38,3.7,7.19,12.6,8.52,11.31
BaLa2Mn3,화합물,3,42.5,5.8,3.3,38.95,13.17,22.02
LuHfSn2,합금,3,92.55,4.5,5.31,43.07,3.06,7.85
TlH,수소화물,2,20.37,4.8,1.36,12.66,9.57,146.33
Pb3DyC2Th,화합물,4,18.54,4.4,3.17,24.77,6.55,7.61
Si2S3DySmC2,고온,5,68.97,4.8,4.82,6.92,14.57,150.85
FZn,화합물,2,23.45,2.1,10.67,13.54,7.94,2.0
Sb4Th4Ru3,화합물,3,24.53,5.6,6.32,48.82,12.45,4.63
Be2AsEuIr3,화합물,4,10.53,4.0,9.57,20.25,4.82,4.6
HgZnK2Ho,화합물,4,69.46,4.9,7.83,41.59,0.55,15.0
SiCoZrCr3,화합물,4,40.85,1.6,5.25,17.77,2.47,0.0
SIn3,화합물,2,34.34,3.3,3.95,19.77,7.55,7.62
AsOs2SB,화합물,4,138.9,3.6,1.9,39.98,3.19,5.54
Dy2Yb,합금,2,170.56,4.1,8.57,67.38,14.2,5.08
Pt2Be,화합물,2,77.5,3.0,5.58,10.13,12.35,4.58
Ba4TeNi,합금,3,82.72,2.3,10.4,141.65,3.64,9.77
KHo2As2,합금,3,146.65,2.2,12.39,17.76,6.13,5.62
Fe2Be3AuSr,고온,4,58.47,5.0,8.21,3.88,8.37,39.63
YbHo2Ni4Ce,화합물,4,25.34,5.5,7.57,29.93,13.05,7.93
Re2Nd2Sm3Cr3,화합물,4,59.94,3.8,11.4,20.5,7.37,8.96
Cs2PbBa2,화합물,3,120.36,4.5,2.93,6.49,3.41,16.67
Mn2Cd2TlTh2Si3Hf4,고온,6,131.57,3.6,4.13,7.47,8.09,121.14
NdNb3TmCd,화합물,4,141.05,2.8,7.15,38.9,2.88,12.41
Er2NaCuTh2Tb,고온,5,57.51,2.8,3.6,12.95,7.72,140.74
Zn3MgTm4Ga,화합물,4,81.86,2.6,8.55,35.02,12.54,11.19
PtNbZn2,수소화물,3,52.68,4.3,3.26,58.64,1.39,169.17
CuRe3W2Sn2AlHg3,고온,6,111.73,3.2,3.14,3.72,1.44,111.77
PtVGaEuH2,고온,5,49.63,2.7,3.26,5.68,13.75,98.32
NiFe4,합금,2,107.23,2.8,5.62,125.74,8.87,16.91
BaIrLa2,합금,3,154.45,5.1,13.83,35.73,6.22,13.14
RuCe2Pb4K4,화합물,4,12.78,3.3,6.75,1.99,2.23,14.16
FeCu3,합금,2,167.55,2.1,4.14,45.0,10.23,3.83
ORe3W3HgNd,고온,5,125.52,5.2,4.7,9.56,3.94,154.72
O,원소,1,209.0,5.0,4.85,118.37,6.64,0.65
Mg,원소,1,40.05,4.0,20.09,22.97,3.57,2.27
HLaHg,합금,3,84.34,4.6,11.33,126.72,1.94,12.31
CaRe,합금,2,144.42,3.7,10.79,78.17,5.22,3.83
Al2Tl,합금,2,67.52,2.6,6.89,127.86,10.08,0.35
RuO3ThEr2Be2Li,고온,6,110.85,5.2,7.77,8.55,10.18,103.96
SbEu3Ru2,화합물,3,47.88,2.0,6.97,30.64,12.13,10.58
Zr,원소,1,152.03,3.0,2.2,227.27,7.03,5.22
Y2NdAs2W4,화합물,4,82.91,3.0,2.91,32.83,12.5,3.41
Eu3YBe2,화합물,3,56.74,2.5,12.88,10.83,2.35,32.86
NiHg3La,합금,3,42.01,4.5,7.38,69.49,2.58,0.6
Cu2Zn2,화합물,2,149.28,4.1,11.4,10.17,14.11,8.32
Ga2Rb2PbTm,화합물,4,90.41,5.2,7.62,8.58,6.91,8.39
Sn2K2NaHg3,화합물,4,107.94,6.0,8.33,27.52,7.5,9.14
U2Pr3OZr2,화합물,4,112.41,2.1,4.25,4.88,8.72,2.69
Zn,원소,1,181.68,2.0,2.08,180.7,6.92,0.0
BSi,수소화물,2,6.08,3.5,4.27,32.29,9.92,163.26
BaUSbLu2Cd2Fe2,고온,6,55.66,4.8,3.09,3.56,11.01,100.12
SbPd4SnRu,고온,4,75.83,5.1,7.18,14.48,7.46,67.71
Be2,원소,1,200.12,3.0,7.25,190.7,3.63,1.65
IrTl2VTmNb3,고온,5,89.8,5.6,8.23,1.36,14.46,130.26
ZrCd3Os4Lu4SmAs2,고온,6,47.54,3.6,8.81,11.48,14.7,60.2
HfHo2Ru4Tl2,고온,4,40.99,5.0,4.1,9.58,0.93,134.59
Re3PtEr,합금,3,58.12,5.5,13.68,6.26,9.57,13.64
RhScMo2OSnBe,고온,6,78.4,4.2,8.51,7.73,13.44,160.96
PRe,수소화물,2,43.37,5.5,6.56,57.38,13.44,247.49
HoSnPd,화합물,3,79.42,4.0,2.07,41.7,7.32,17.06
Gd2SbC4,화합물,3,77.2,5.7,2.72,23.83,8.86,14.59
PbCLaF2Zr2Na2,고온,6,134.76,4.3,4.52,9.85,5.46,64.28
Na2BMo2,화합물,3,57.85,4.2,10.96,17.2,2.02,7.84
K3Sn2,화합물,2,92.99,2.6,7.39,3.2,11.13,7.95
Cr3Sc,화합물,2,74.29,3.9,6.64,1.69,11.09,30.42
Ir2U4Ta3Sc,고온,4,90.09,5.0,6.98,14.32,2.27,51.46
Ca3,원소,1,9.03,4.0,6.77,203.26,7.12,4.26
CuN4Pb4Ni,화합물,4,149.69,5.2,11.08,25.03,2.86,8.98
V3Cr2,화합물,2,75.75,4.7,4.1,29.56,2.32,4.76
EuPYb2Al2,고온,4,62.69,4.3,8.82,1.08,2.72,65.93
Si3Sr,화합물,2,50.96,5.1,2.72,12.82,14.46,9.85
Ga2LaSb3Tm2Ru2Sm4,고온,6,32.84,1.9,3.05,7.59,2.55,115.04
Ca2MgAl4Mn3Sc,고온,5,70.38,3.6,7.58,6.61,13.34,122.55
Bi,원소,1,71.64,3.0,7.87,110.17,5.4,5.43
FeRb4,화합물,2,159.42,1.8,6.89,10.26,12.05,7.22
Ag,원소,1,76.91,5.0,9.83,95.81,7.82,3.62
NaFAu3Co,화합물,4,122.73,2.3,13.62,8.06,4.15,1.84
B2CoNbMg2,화합물,4,135.08,4.5,12.97,1.68,12.94,13.0
Cs4As3U3Ba2Ti2,고온,5,108.32,5.1,3.57,9.01,10.19,58.33
LiNa4Te2Ti,고온,4,112.5,4.5,5.86,9.82,5.47,105.2
Zn3Sb4Al2,합금,3,40.25,5.6,6.29,52.25,10.57,6.48
AlCo3Fe,합금,3,56.76,4.8,8.02,117.44,10.77,18.24
CdK3Te,화합물,3,85.71,4.6,2.53,11.77,14.08,13.68
Nb2SiK,화합물,3,96.68,2.6,6.17,4.71,14.53,7.83
BaRb4Os3,합금,3,48.52,5.5,14.2,52.84,2.81,7.51
BaNSr2Mo4SmSb,고온,6,35.54,2.8,7.09,6.9,8.2,132.49
Er2Ce4GdBiCd3,고온,5,51.61,5.1,8.9,13.08,11.25,37.91
PtCa3LiTl2,화합물,4,35.72,3.1,12.59,40.76,1.21,9.11
NiLaBa4Pr2Cd,고온,5,32.95,4.4,6.97,2.51,4.07,135.67
Ta2Sr3Ce,화합물,3,10.65,2.1,6.43,44.06,3.47,19.72
DyTb4Ni2S2Mn2,고온,5,73.05,5.9,3.8,11.28,7.33,106.28
Nd2B3Lu2Te,화합물,4,17.63,5.6,13.86,28.42,13.82,14.23
AuBi4Yb3,합금,3,56.62,2.3,8.16,76.13,6.58,2.16
Ru2Ta2TeAgTiEu,고온,6,93.39,1.6,3.68,12.83,14.51,85.64
BeSm2Tb,화합물,3,42.93,1.9,6.34,48.17,7.43,0.75
Tm3Ti2Sm2F2CrZn3,고온,6,73.89,2.0,4.47,11.33,9.55,46.37
Cu2Mg2Gd,화합물,3,81.44,4.9,11.75,17.16,10.68,9.13
Ge,원소,1,34.7,2.0,5.62,122.93,9.62,0.0
Lu2HoPr2,합금,3,136.95,4.9,9.77,109.64,13.66,9.29
P2La3S2Pd4,화합물,4,80.69,5.4,12.86,5.12,0.27,6.24
Ni2O2Ta,화합물,3,42.51,4.9,4.99,30.15,3.06,14.75
Sb3Pb,화합물,2,64.75,5.2,8.96,30.78,9.56,14.61
C3Sb3Fe,화합물,3,142.8,2.8,8.63,35.16,5.06,6.74
Sm3Li,화합물,2,133.67,4.4,3.79,14.33,14.56,3.83
B4SiGd,화합물,3,45.86,5.8,1.94,8.01,4.73,32.24
NTaNdU3,화합물,4,83.93,1.7,12.41,1.03,4.76,2.85
FePb3Eu2CeTaN3,고온,6,97.73,1.7,3.7,13.63,3.76,163.04
LiBa,화합물,2,56.19,3.6,7.0,9.65,8.3,10.6
BaGe2Pt,화합물,3,115.42,4.2,13.49,2.67,4.45,3.49
BYb3,합금,2,93.62,4.3,14.8,121.31,3.97,22.48
PCsLi2Rh,화합물,4,89.58,2.8,6.88,2.35,7.27,3.94
Lu,원소,1,214.96,3.0,0.6,347.4,4.13,0.65
Fe3Ca3Re2S,화합물,4,19.29,4.0,1.89,12.02,11.19,11.4
Te2V,합금,2,26.35,3.9,5.63,20.47,14.4,9.05
P4Os2,화합물,2,52.75,3.2,4.74,22.77,14.49,3.52
Cd4Mn3In2LaZn3,고온,5,111.09,4.2,7.3,9.92,4.1,103.33
NaNi,화합물,2,96.48,5.9,11.26,4.23,13.97,22.26
Zr3Tm,합금,2,46.26,5.1,7.74,14.76,6.49,9.2
SmB,합금,2,70.2,5.1,14.76,85.67,13.78,3.36
Be2Sm4ReN2,고온,4,129.69,3.7,4.98,6.62,3.04,75.52
TmCdBe,합금,3,45.58,2.0,3.17,97.87,2.19,12.54
Co3Y2,화합물,2,152.47,4.3,10.32,40.84,2.57,21.56
ErTb4Gd2Rh,화합물,4,37.63,4.8,5.13,13.13,13.76,8.82
EuCdNb2,화합물,3,91.01,5.8,2.95,20.62,1.99,19.09
PrAl3,화합물,2,10.88,1.8,13.78,39.98,8.52,0.0
CaBeMg3Os2Li2,고온,5,94.27,4.3,8.22,14.58,11.57,74.68
Ba2,원소,1,7.64,4.0,12.9,345.27,2.86,0.0
Te3Mg3Se3,화합물,3,46.12,4.8,7.0,8.13,10.75,12.73
Mn2Sm2Th,화합물,3,93.83,1.8,13.36,17.25,2.84,5.06
U2Zn2,합금,2,104.83,3.2,6.59,63.17,12.0,7.64
HSc2,화합물,2,103.32,5.7,7.06,15.31,0.52,14.03
Eu4Ru3,화합물,2,141.32,2.3,8.54,26.8,13.64,20.85
Cu2Sn2,화합물,2,132.37,2.0,7.0,6.98,3.28,8.72
Mo2IrTb2,화합물,3,118.52,3.4,13.69,25.83,13.78,1.04
SrPrPb2Er,화합물,4,26.49,3.0,12.95,21.56,11.23,3.94
Se4Th,화합물,2,46.08,5.9,6.45,42.73,0.23,9.14
WK,화합물,2,59.88,5.0,5.9,33.36,5.82,19.92
Cu2ErSc,화합물,3,109.05,5.4,9.97,16.04,11.88,3.37
FeHf2Na,화합물,3,55.23,2.7,5.01,15.86,13.01,0.62
Gd4,원소,1,141.14,5.0,11.08,335.36,4.89,2.49
Th,원소,1,22.63,5.0,2.51,208.07,3.32,5.35
BiMgDy,화합물,3,144.43,2.9,5.24,27.87,3.15,22.24
Ag3Pr2Au2Ti2B2Tl,고온,6,119.4,1.6,6.69,9.74,11.53,91.41
Mg2Tm,화합물,2,60.12,5.1,10.36,6.02,10.73,18.62
AgTm,합금,2,70.18,5.0,14.21,82.54,14.31,0.0
TlRe2Ti4H2,고온,4,69.88,5.7,5.48,6.33,10.13,88.49
HAu3Mg3U2,고온,4,109.09,4.4,7.49,10.78,6.67,131.83
NDy4,화합물,2,136.09,2.6,11.99,43.3,8.24,9.02
CsScRh3Cd3ErDy2,고온,6,117.97,2.0,5.17,2.07,10.27,69.76
Mn2NOTh2,화합물,4,88.27,3.3,13.8,36.18,5.52,19.63
SmSc,합금,2,134.47,3.4,3.96,71.7,12.86,8.24
La4Ba2,화합물,2,133.64,5.6,9.66,44.16,5.3,8.1
NiH2,화합물,2,62.74,5.9,10.71,21.54,7.68,8.88
Cr2Sr,화합물,2,37.03,5.5,10.68,29.77,10.67,11.02
Eu3TbMn2,화합물,3,158.81,4.6,13.01,35.28,1.24,4.86
Re3ThIn3CuSb2Ga,고온,6,82.8,5.2,3.99,2.23,2.39,61.51
PbTi2Si4H3Ru3,고온,5,46.47,2.5,3.28,6.86,2.09,38.03
Cu3CoAs3AuTb2,고온,5,132.48,3.9,7.83,11.98,3.46,107.47
Re2TlCr3Pr,고온,4,51.57,1.7,5.45,8.17,9.49,45.18
NaTm2U2Cr3Ge,고온,5,139.05,4.9,5.65,12.23,7.38,124.2
Ca3Co4,합금,2,27.98,5.5,12.99,28.99,5.31,16.79
Co2BeSb,합금,3,176.16,2.2,3.01,110.52,1.61,3.95
HgCu2Al4,화합물,3,123.61,4.4,10.59,47.11,5.69,5.53
C4SLuB2Au4,고온,5,103.81,4.8,4.4,5.78,9.25,40.82
HTiSiZn,화합물,4,98.38,5.3,12.07,6.32,5.34,8.34
Mg4CTh3SiTaF,고온,6,127.01,3.5,8.56,4.29,3.64,34.95
Hg3C2,합금,2,89.64,1.8,14.61,142.95,13.69,5.56
HgF2Mn,합금,3,68.73,2.0,4.35,31.3,8.7,3.6
Os4MnF2Er2N3Sr,고온,6,102.97,4.3,3.31,9.39,11.98,149.94
CdRu4Ga3,합금,3,156.89,1.9,15.74,40.42,14.64,8.73
Sc3ZnHf3Gd2,화합물,4,18.97,4.1,6.12,6.87,10.33,31.76
Ce3Mg,합금,2,30.08,5.6,15.51,110.76,9.75,11.92
IrTeC4,화합물,3,134.81,2.7,9.73,12.68,11.28,0.0
ThF2Rb,화합물,3,43.49,4.3,6.96,23.56,13.92,16.11
KSm3Fe2Y2,화합물,4,49.04,4.6,2.02,47.44,7.42,43.48
Th2Ge,화합물,2,18.21,5.9,5.05,46.31,2.4,11.45
Mn4TaAl,합금,3,101.49,3.6,3.71,31.7,10.06,5.2
H3Sb2Er2Tm2O3Hg,고온,6,98.22,4.6,6.69,3.39,13.48,70.45
Ga3Nd2NaEr,화합물,4,131.89,5.3,10.42,28.53,13.16,17.57
H4Co2Yb2,화합물,3,36.97,2.1,11.44,9.89,11.02,4.48
FSe4Co2Dy,화합물,4,53.14,4.0,10.12,38.75,8.36,5.34
HfAl2Cu3,합금,3,98.48,3.4,12.19,120.84,11.11,3.95
Dy2SbLu3Sm3,고온,4,124.95,3.1,4.65,4.28,5.35,49.06
Sc2W3Ba,화합물,3,91.37,4.0,2.85,15.22,0.74,3.91
Nd3Ga,화합물,2,65.56,4.7,10.24,48.88,8.53,2.65
Ga2Ce4Ta,합금,3,175.36,3.8,7.67,94.65,9.13,13.3
SrNbSn2GaAs2Ni2,고온,6,129.4,1.9,6.12,11.02,6.14,46.05
EuOs2Rh2YScBi,고온,6,94.41,5.6,6.88,4.8,14.67,74.99
RhTb,합금,2,43.72,4.4,14.92,146.13,11.47,11.06
AlNb3Mn2N,화합물,4,54.57,5.3,4.29,43.08,0.42,26.4
In3Eu2K2Lu2Cd2,고온,5,34.37,5.1,3.82,13.74,5.91,148.26
HRb3,화합물,2,54.45,4.7,7.07,48.73,14.32,3.8
Ca4S2Fe2Be2PbCd3,고온,6,100.03,3.4,9.0,10.1,3.01,156.5
Si3Pb2,화합물,2,134.23,2.0,13.4,27.57,11.88,14.77
ThCd4,화합물,2,157.21,4.1,1.88,6.81,1.96,15.39
ThF,화합물,2,121.92,2.5,5.15,24.14,6.77,3.82
NaZr,합금,2,41.75,5.4,6.87,68.73,2.67,8.67
H4Rh,화합물,2,39.27,3.0,4.75,19.42,14.22,1.76
GeS,수소화물,2,28.95,4.1,6.49,24.84,13.95,118.79
Th3U3,화합물,2,34.73,5.3,3.65,35.8,2.43,19.5
SnIr2Cs3W3,화합물,4,93.24,4.8,7.31,2.7,13.55,21.37
LaS2,화합물,2,118.24,1.6,8.22,32.82,6.7,2.94
OZrNd,화합물,3,121.81,4.5,6.68,20.66,12.81,9.98
Li3Th3La3Sb2S2Hg2,고온,6,64.51,5.7,7.18,13.13,1.64,147.37
CoZr2NaHo2S3Te,고온,6,76.79,2.8,5.44,1.28,2.61,123.0
Ba,원소,1,224.62,3.0,5.59,242.74,1.4,4.04
TeVAs,수소화물,3,19.28,1.7,5.25,49.73,1.08,176.9
S2PbKAg3O3Mo,고온,6,44.76,4.1,7.46,2.79,7.78,131.09
Ba3CuUHo3TbTl2,고온,6,36.91,2.7,3.54,3.28,3.84,102.87
SiEu2,화합물,2,144.61,2.6,2.32,24.38,0.6,0.0
BSm2Th3Ag,고온,4,126.53,2.8,6.25,8.55,0.95,85.1
Ag4Li2P,합금,3,59.31,6.0,9.14,116.37,12.64,19.06
Y2SnCe,화합물,3,132.61,4.0,2.8,41.24,5.88,5.95
Sr2CeTiAsRu2Mo3,고온,6,79.09,1.5,6.12,3.03,10.38,34.53
Lu2VAs,합금,3,45.49,3.4,10.52,33.34,13.48,5.5
Mn4,원소,1,154.69,1.0,20.69,67.79,5.15,0.0
Th2Ga2STmSr4Pb3,고온,6,139.27,4.5,7.4,5.26,2.78,33.39
Na2WCB2ZnHg,고온,6,102.19,3.7,3.05,4.22,11.86,126.62
NHf,합금,2,171.09,2.6,11.81,69.25,11.0,1.16
CdYb3Pt2Re2Ga2,고온,5,41.69,2.3,3.66,2.78,8.25,43.98
ReK2AlMo4,화합물,4,113.19,4.6,13.15,32.73,14.12,47.57
P3Li2,화합물,2,49.69,4.4,4.38,13.22,4.25,6.41
Tl2W3CdAgSi3Zr2,고온,6,41.5,3.2,7.77,3.79,12.81,113.0
PdSm,화합물,2,42.98,4.8,6.88,5.57,12.82,8.34
LaPr3Yb2,합금,3,73.17,5.3,7.44,17.94,10.98,3.49
Lu2LaAl2,화합물,3,57.48,3.2,13.7,42.28,9.74,9.03
Sc2SeHo,화합물,3,85.01,5.5,1.8,1.33,11.52,5.36
Ta2Lu2Ti,화합물,3,12.83,1.8,3.33,29.33,6.24,4.22
CsCo3Hg2Ag2PCa,고온,6,95.68,4.2,7.17,7.06,3.83,102.82
SnAs2LaNiAg2,고온,5,122.68,1.9,4.81,14.65,0.59,32.58
C3Ce3Rb2,화합물,3,62.05,3.7,8.85,43.55,0.88,12.08
FPrCrSeEu3Cd4,고온,6,101.09,3.3,5.85,13.87,1.29,37.46
Tl2B,합금,2,168.44,3.0,13.63,141.9,9.22,4.58
H,원소,1,212.14,1.0,11.05,399.28,4.35,0.0
F3SmCaIn3,고온,4,96.49,4.1,5.34,14.46,1.59,111.16
Pr,원소,1,83.81,1.0,20.53,278.6,4.34,7.3
Pb3Ta,합금,2,73.15,3.7,8.15,23.97,12.62,10.92
OZr3,화합물,2,48.39,3.9,13.95,18.19,14.42,18.2
Te2La3Eu3,화합물,3,26.72,2.2,6.0,2.08,0.71,1.66
Na2Hf3PtOs4Li2,고온,5,129.8,1.6,8.13,8.54,13.34,102.4
Rb4MgY,화합물,3,19.54,5.7,7.23,3.03,9.7,11.62
Yb3,원소,1,39.21,2.0,13.21,12.23,4.53,7.44
Zr3HoNaNd,화합물,4,18.73,4.2,12.66,3.45,8.81,23.08
Nb3TaSe,화합물,3,84.33,2.8,5.43,37.08,14.63,22.77
Mn3HSn3,화합물,3,25.13,4.2,7.62,24.08,9.4,6.78
Sm3Cd4TbSc3,화합물,4,36.38,2.6,11.4,14.3,8.76,28.52
YbBe3Cu2KTm4O,고온,6,79.44,2.2,6.03,8.08,13.74,103.7
KEuIr3OsFeBi2,고온,6,131.7,6.0,5.23,6.59,0.96,126.11
Cu2N,합금,2,96.15,2.2,15.9,125.76,3.77,0.0
CuV2,화합물,2,149.43,5.7,4.43,17.53,1.24,9.11
NdHgP2Zr2,화합물,4,135.02,3.0,6.87,36.41,2.72,4.97
AlKNRu2Ti3U,고온,6,67.17,3.1,5.75,7.84,7.89,32.51
Ni3Hf,수소화물,2,53.76,4.8,2.7,57.37,0.86,184.41
CN2,합금,2,108.54,3.2,9.79,7.11,0.87,2.44
Tl2TbYb3La4,화합물,4,40.69,4.2,5.15,7.05,9.52,3.77
K3SbSe4Ag,화합물,4,128.26,2.0,10.43,21.68,7.32,3.88
Fe3,원소,1,72.19,4.0,21.58,388.28,1.46,0.0
Nd2,원소,1,149.56,4.0,13.82,42.02,7.44,3.9
Y3Si,화합물,2,72.16,3.2,11.55,34.42,5.19,13.53
S2UGa3Se2,화합물,4,131.67,2.9,6.24,27.43,0.15,17.06
Ca,원소,1,17.97,3.0,15.63,268.65,6.91,0.54
PdH2Ni,화합물,3,35.11,4.5,8.47,20.27,4.85,4.93
TbU2Cu3Cr,화합물,4,10.44,4.1,3.81,7.12,12.1,8.22
Er3AlMgRb,화합물,4,18.88,2.8,4.4,35.14,6.17,4.77
In2Ga2MnLi3,화합물,4,99.27,1.8,6.65,1.71,2.31,11.72
Th2Sr2,합금,2,141.38,4.0,3.64,41.32,8.38,6.1
Be2Sm,화합물,2,64.2,2.2,9.96,2.94,11.05,12.06
TeSe2,합금,2,47.38,5.9,4.2,13.75,13.63,15.33
Tl2SrRh3,화합물,3,65.27,4.9,4.9,29.68,5.16,6.06
RhHf,합금,2,32.72,1.8,8.37,138.61,1.72,1.08
CsOLuCu2,화합물,4,138.82,4.6,7.08,8.54,8.08,13.66
N2As,합금,2,31.94,5.9,4.97,98.57,1.17,15.82
Te2CdBi,화합물,3,61.67,4.1,6.06,46.4,11.35,17.69
Sc2DyBPd3Co3Ge,고온,6,37.82,3.8,7.42,9.03,2.17,83.92
LiMgPt,합금,3,76.8,5.9,14.55,85.33,12.94,7.03
AuRu2Al3Sn3,화합물,4,55.64,2.9,3.55,23.88,4.02,5.16
Tm,원소,1,136.88,2.0,1.37,116.87,1.37,0.51
O2Pb4,화합물,2,156.34,5.0,9.58,14.51,2.53,8.01
Bi4Er4Al,합금,3,176.32,4.8,12.9,6.75,10.03,7.83
Te2Pd2Se3Yb,화합물,4,80.8,2.7,8.83,26.25,11.1,12.83
Mo3CeTlBa2,화합물,4,48.48,3.6,13.58,48.07,10.5,9.04
SiCr4YZnGaSb2,고온,6,63.7,2.3,8.46,11.83,5.99,132.0
Fe3RuTm2Ag3,화합물,4,38.27,1.9,4.67,8.03,12.07,9.72
Gd2IrTb2Mo4,화합물,4,40.32,2.7,10.89,31.64,4.65,3.83
LiGdPb2,화합물,3,144.64,2.1,4.6,31.85,9.08,4.44
KCa2NV3Si4Mn,고온,6,66.31,2.2,8.59,13.3,9.39,108.33
Cr3CuRu2VSr,고온,5,115.96,3.6,3.8,12.26,8.66,125.93
Be2Mo3NbNd2,화합물,4,70.73,3.3,7.39,20.38,8.01,6.22
CdCaAs3Gd4Au4,고온,5,133.11,4.8,8.15,8.65,12.36,125.5
As4Mn,화합물,2,100.01,5.1,5.2,16.76,13.17,3.64
V3Ho2Tm4PWSr2,고온,6,72.51,1.8,7.94,13.88,0.66,127.78
HSc3Fe2W4,고온,4,92.98,3.2,7.87,11.99,6.86,87.01
B3SmHg,합금,3,149.73,2.2,10.08,147.57,11.8,0.34
Co3Pt4Zr,화합물,3,154.97,4.5,12.72,27.39,7.79,5.27
DyNCr,화합물,3,133.94,4.3,5.36,40.7,10.64,10.7
SeScB,화합물,3,97.22,2.2,8.89,5.16,0.49,4.75
UVGd2,화합물,3,23.66,5.4,13.05,6.69,8.48,8.93
RbCo,화합물,2,76.42,2.7,12.95,17.86,14.84,20.08
NiTh2Be3,합금,3,25.11,1.5,8.74,134.29,11.26,31.86
Gd2,원소,1,121.02,5.0,4.1,252.4,2.84,3.02
Ho4Ag4Cs4Th3,화합물,4,62.93,4.9,6.59,17.62,9.02,5.92
Zr4O,합금,2,171.28,4.9,12.87,121.45,5.08,3.99
Sm2S2Dy3,합금,3,92.67,5.5,15.0,37.0,5.98,9.34
Pt4Be3Mo3,합금,3,114.16,2.6,6.88,31.95,11.82,9.21
PbF2Sr3,화합물,3,151.51,5.1,7.13,11.16,5.51,7.7
Mg2HfNi4,화합물,3,74.9,2.9,4.4,17.38,0.91,24.32
Ge2,원소,1,185.99,2.0,5.32,305.15,9.98,0.0
Se3Er4La3,수소화물,3,28.28,1.9,4.25,28.84,2.13,149.98
Tm2Cs2,화합물,2,141.94,3.0,7.73,29.0,11.29,9.07
Pt3Ni3Cu2,화합물,3,33.29,5.5,2.82,46.77,11.06,20.97
WErC2Mn,화합물,4,90.5,2.8,7.25,16.62,10.05,18.12
Eu3Zn3Se,화합물,3,12.07,4.8,1.64,36.38,7.08,20.73
Ce2Fe2Mn2Ta,화합물,4,48.65,5.9,3.06,9.12,3.96,8.84
LiC4Zr,합금,3,101.04,3.8,8.49,91.47,2.7,5.26
Y3Ba,합금,2,101.47,2.3,7.95,41.05,12.56,14.43
Mo3HAu2As,고온,4,80.51,2.2,5.31,8.82,14.11,67.21
PtZn4Si2,합금,3,116.89,1.8,4.62,44.65,3.33,1.15
Ru3OsK,화합물,3,19.72,2.2,6.55,37.45,4.79,3.71
TlSeAl2Gd2,고온,4,77.49,4.5,4.98,3.46,11.24,142.47
Co2Al2S3Pd2,화합물,4,148.1,5.7,3.98,22.69,6.17,15.66
Tb2CsAg2Si,화합물,4,106.74,4.5,12.91,5.86,5.16,10.69
IrPr2V,화합물,3,64.79,2.2,10.88,22.96,13.66,14.07
H2,원소,1,45.11,3.0,20.81,87.23,4.56,3.19
CoLi2Er2Mo3Lu4,고온,5,75.27,4.0,4.25,2.37,13.7,66.79
AuSn2Rb2,화합물,3,68.28,5.4,5.44,42.27,10.32,18.63
Al2YbMo3S3,고온,4,134.23,3.1,4.02,13.54,9.69,72.01
Se4Y2,수소화물,2,53.79,2.6,3.84,21.02,0.28,275.69
La4AgCsY,고온,4,97.74,2.5,7.63,8.83,12.72,98.05
ErLa2N4Li,고온,4,107.59,5.0,3.68,9.49,0.69,95.46
O4Hf,화합물,2,75.96,3.4,5.01,1.15,2.78,6.21
Cu3KOTh,화합물,4,83.17,2.2,10.4,29.61,12.99,24.07
AlPt4,화합물,2,159.52,5.1,9.18,36.81,4.83,7.81
Sm2K3DyRh,화합물,4,120.28,1.6,7.24,45.31,1.5,4.04
VBe4Co3In2SiTl,고온,6,76.33,3.1,5.03,1.95,1.38,64.26
Cd3Pd2Ir,합금,3,128.44,2.5,12.67,120.18,14.1,18.24
CoFe4Pt2Ho2Dy2Nb2,고온,6,96.28,4.7,3.48,13.96,6.7,38.18
Ti4Pb2TaCe3AuIr,고온,6,36.26,5.1,6.63,6.67,7.63,123.06
Sn2W3,수소화물,2,26.9,3.9,7.41,38.06,13.55,231.28
Nd4Bi4GeTm2Ba,고온,5,124.77,5.6,6.76,6.1,8.4,70.63
PbTe3P,합금,3,155.31,3.5,5.45,58.44,13.78,2.06
K2Ag,합금,2,129.03,2.2,12.13,140.33,7.69,3.63
Sn2Mg4,합금,2,110.86,2.5,9.21,79.5,1.55,4.56
Ni3Ho,화합물,2,18.05,4.7,13.73,37.1,14.54,7.53
Sn2Mo2,화합물,2,24.54,4.4,3.1,25.96,7.47,5.12
TlAuScTi3Be2,고온,5,125.03,4.6,6.9,14.54,0.53,134.92
HgSSb3Cs2,고온,4,86.1,3.3,6.13,6.51,13.49,49.37
TaS2,화합물,2,109.85,2.8,8.0,23.81,3.63,5.76
Ce2,원소,1,228.29,1.0,21.53,49.2,8.87,0.0
Co3Mo4,합금,2,38.99,2.6,15.09,104.13,9.55,1.5
